Venue Name,Phone Number,Website Address,Physical Address,City,State,Hours of Operation,PokerAtlas URL,Successfully Scraped,Notes/Source of Truth
"Ameristar Council Bluffs","(712) 329-6000","https://ameristar.com/council-bluffs","3330 E 23rd Ave, Council Bluffs, IA 51501, Council Bluffs, IA","Council Bluffs","IA","8am-5am | 24 Hours","https://www.pokeratlas.com/poker-room/ameristar-casino-hotel-council-bluffs/tournaments",No,"URL verified - pending scrape"
"Casino Queen Marquette","(563) 873-3531","https://casinoqueenmarquette.com","100 Anti Monopoly St, Marquette, IA 52158, Marquette, IA","Marquette","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/casino-queen-marquette/tournaments",No,"URL needs verification"
"Catfish Bend Casino","(319) 753-2946","https://catfishbendcasino.com","3001 Winegard Dr, Burlington, IA 52601, Burlington, IA","Burlington","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/catfish-bend-casino/tournaments",No,"URL needs verification"
"Cedar Rapids Poker","(319) 393-1234","https://cedarrapidspoker.com","4444 1st Ave NE, Cedar Rapids, IA 52402, Cedar Rapids, IA","Cedar Rapids","IA","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/cedar-rapids-poker/tournaments",No,"URL needs verification"
"Davenport Poker Room","(563) 355-1234","https://davenportpoker.com","3832 E 53rd St, Davenport, IA 52807, Davenport, IA","Davenport","IA","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/davenport-poker-room/tournaments",No,"URL needs verification"
"Diamond Jo Casino Worth","(641) 323-7777","https://diamondjo.com","777 Diamond Jo Ln, Northwood, IA 50459, Northwood, IA","Northwood","IA","8am-2am | 24 Hours","https://www.pokeratlas.com/poker-room/diamond-jo-casino-worth/tournaments",No,"URL needs verification"
"Diamond Jo Dubuque","(563) 690-4800","https://diamondjodubuque.com","301 Bell St, Dubuque, IA 52001, Dubuque, IA","Dubuque","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/diamond-jo-dubuque/tournaments",No,"URL needs verification"
"Diamond Jo Worth","(641) 323-7777","https://diamondjoworth.com","777 Diamond Jo Ln, Northwood, IA 50459, Northwood, IA","Northwood","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/diamond-jo-worth/tournaments",No,"URL needs verification"
"Grand Falls Casino","(712) 777-7777","https://grandfallscasinoresort.com","1415 Grand Falls Blvd, Larchwood, IA 51241, Larchwood, IA","Larchwood","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-falls-casino/tournaments",No,"URL needs verification"
"Grand Falls Casino Resort","(712) 777-7777","https://grandfallscasinoresort.com/poker","1415 Grand Falls Blvd, Larchwood, IA 51241, Larchwood, IA","Larchwood","IA","Mon,Thu-Sun 10AM - Close | Thu-Sun 10AM - Close, Tue-Wed CLOSED","https://www.pokeratlas.com/poker-room/grand-falls-casino-resort/tournaments",No,"URL verified - pending scrape"
"Grand Falls Casino Sioux Falls","(712) 777-7777","https://grandfallscasinoresort.com","1415 Grand Falls Blvd, Larchwood, IA 51241, Larchwood, IA","Larchwood","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-falls-casino-sioux-falls/tournaments",No,"URL needs verification"
"Horseshoe Council Bluffs","(712) 323-2500","https://caesars.com/horseshoe-council-bluffs","2701 23rd Ave, Council Bluffs, IA 51501, Council Bluffs, IA","Council Bluffs","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-council-bluffs/tournaments",No,"URL verified - pending scrape"
"Isle Casino Waterloo","(319) 833-2183","https://theislewaterloo.com","777 Isle of Capri Blvd, Waterloo, IA 50701, Waterloo, IA","Waterloo","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isle-casino-hotel-bettendorf/tournaments",No,"URL verified - pending scrape"
"Lakeside Hotel Casino","(641) 342-9511","https://lakesidehotelcasino.com","777 Casino Dr, Osceola, IA 50213, Osceola, IA","Osceola","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lakeside-hotel-casino/tournaments",No,"URL needs verification"
"Prairie Meadows","(515) 283-0900","https://myvictoriacasino.com","100 3rd St, Des Moines, IA 50309, Altoona, IA","Altoona","IA","8am-2am | 8am-4am","https://www.pokeratlas.com/poker-room/prairie-meadows-racetrack-casino/tournaments",No,"URL verified - pending scrape"
"Prairie Meadows Casino","(515) 967-1000","https://prairiemeadows.com","1 Prairie Meadows Dr, Altoona, IA 50009, Altoona, IA","Altoona","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/prairie-meadows-casino/tournaments",No,"URL needs verification"
"Q Casino","(563) 582-3647","https://qcasinohotel.com","1855 Greyhound Park Rd, Dubuque, IA 52001, Dubuque, IA","Dubuque","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/q-casino/tournaments",No,"URL needs verification"
"Riverside Casino","(319) 648-1234","https://riversidecasinoandresort.com","3184 Hwy 22, Riverside, IA 52327, Riverside, IA","Riverside","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/riverside-casino/tournaments",Yes,"https://www.pokeratlas.com/poker-room/riverside-casino/tournaments"
"Riverside Casino & Golf Resort","(877) 677-3456","https://riversidecasinoandresort.com/poker","3184 Highway 22, Riverside, IA 52327, Riverside, IA","Riverside","IA","10a-12a (Tue-Wed), 10a-4a (Thu), Closed (Mon) | 10a-6a (Fri-Sat), 10a-4a (Sun)","https://www.pokeratlas.com/poker-room/riverside-casino-golf-resort/tournaments",No,"Scrape failed - needs retry"
"Sioux City Poker","(712) 276-1234","https://siouxcitypoker.com","4400 Sergeant Rd, Sioux City, IA 51106, Sioux City, IA","Sioux City","IA","Thu-Sat | Thu-Sat","https://www.pokeratlas.com/poker-room/sioux-city-poker/tournaments",No,"URL needs verification"
"Wild Rose Casino Jefferson","(515) 386-3145","https://wildroseresorts.com","777 Wild Rose Dr, Jefferson, IA 50129, Jefferson, IA","Jefferson","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/wild-rose-casino-jefferson/tournaments",No,"URL needs verification"
"Wild Rose Emmetsburg","(712) 852-3400","https://wildroseresorts.com","777 Main St, Emmetsburg, IA 50536, Emmetsburg, IA","Emmetsburg","IA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/wild-rose-emmetsburg/tournaments",No,"URL needs verification"
"Clearwater River Casino","(208) 746-0723","https://crcasino.com","17500 Nez Perce Rd, Lewiston, ID 83501, Lewiston, ID","Lewiston","ID","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/clearwater-river-casino/tournaments",No,"URL needs verification"
"Coeur d Alene Casino","(208) 769-2600","https://cdacasino.com","37914 S Nukwalqw Rd, Worley, ID 83876, Worley, ID","Worley","ID","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/coeur-d-alene-casino/tournaments",No,"URL needs verification"
"Coeur d'Alene Casino Resort","(800) 523-2464","https://cdacasino.com","419 3rd St, Worley, ID 83876, Worley, ID","Worley","ID","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/coeur-dalene-casino-resort/tournaments",No,"URL verified - pending scrape"
"Fort Hall Casino","(208) 237-8778","https://shobangaming.com","I-15 Exit 80, Fort Hall, ID 83203, Fort Hall, ID","Fort Hall","ID","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/fort-hall-casino/tournaments",No,"URL needs verification"
"Its A Cinch Casino","(208) 376-1234","https://itsacinch.com","8030 W Emerald St, Boise, ID 83704, Boise, ID","Boise","ID","8am-12am | 8am-2am","https://www.pokeratlas.com/poker-room/its-a-cinch-casino/tournaments",No,"URL needs verification"
"Kootenai River Inn","(208) 267-8511","https://kootenairiverinn.com","7169 Plaza St, Bonners Ferry, ID 83805, Bonners Ferry, ID","Bonners Ferry","ID","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kootenai-river-inn/tournaments",No,"URL needs verification"
"Bridgeview Charity Poker","(708) 594-1234","https://bridgeviewpoker.com","7501 S Oketo Ave, Bridgeview, IL 60455, Bridgeview, IL","Bridgeview","IL","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/bridgeview-charity-poker/tournaments",No,"URL needs verification"
"Central Illinois Charitable Games","(309) 692-1234","https://centralillinoischaritablegames.com","4700 N University St, Peoria, IL 61614, Peoria, IL","Peoria","IL","Thu-Sat | Thu-Sat","https://www.pokeratlas.com/poker-room/central-illinois-charitable-games/tournaments",No,"URL needs verification"
"Chicago Charitable Games","(773) 582-3900","https://chicagocharitablegames.com","3435 W 63rd St, Chicago, IL 60629, Chicago, IL","Chicago","IL","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/chicago-charitable-games/tournaments",No,"URL needs verification"
"Chicagoland Poker","(847) 259-1234","https://chicagolandpoker.com","1440 E Algonquin Rd, Arlington Heights, IL 60005, Arlington Heights, IL","Arlington Heights","IL","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/chicagoland-poker/tournaments",Yes,"https://www.pokeratlas.com/poker-room/chicagoland-poker/tournaments"
"Grand Victoria Casino","(847) 888-1000","https://grandvictoria-elgin.com","250 S Grove Ave, Elgin, IL 60120, Elgin, IL","Elgin","IL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-victoria-casino/tournaments",No,"Scrape failed - needs retry"
"Harrahs Joliet","(815) 812-4000","https://harrahsjoliet.com","151 N Joliet St, Joliet, IL 60432, Joliet, IL","Joliet","IL","8am-4am | 8am-6am","https://www.pokeratlas.com/poker-room/harrahs-joliet/tournaments",No,"URL needs verification"
"Hollywood Casino Aurora","(630) 801-7000","https://hollywoodcasinoaurora.com","1 New York St, Aurora, IL 60506, Aurora, IL","Aurora","IL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hollywood-casino-aurora/tournaments",No,"URL verified - pending scrape"
"Hollywood Casino Joliet","(815) 744-9400","https://hollywoodcasinojoliet.com","353 N Joliet St, Joliet, IL 60432, Joliet, IL","Joliet","IL","8am-4am | 8am-5am","https://www.pokeratlas.com/poker-room/hollywood-casino-joliet/tournaments",No,"URL verified - pending scrape"
"Joliet Charity Poker","(815) 723-1234","https://jolietpoker.com","2055 W Jefferson St, Joliet, IL 60435, Joliet, IL","Joliet","IL","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/joliet-charity-poker/tournaments",No,"URL needs verification"
"Naperville Poker Club","(630) 355-1234","https://napervillepoker.com","28 W Jefferson Ave, Naperville, IL 60540, Naperville, IL","Naperville","IL","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/naperville-poker-club/tournaments",No,"URL needs verification"
"Par-A-Dice Casino","(309) 699-7711","https://parpeoria.com","1 Winners Cir, East Peoria, IL 61611, East Peoria, IL","East Peoria","IL","8am-4am | 8am-6am","https://www.pokeratlas.com/poker-room/par-a-dice-hotel-casino/tournaments",No,"URL verified - pending scrape"
"Play Poker Chicago","(773) 467-1234","https://playpokerchicago.com","4800 N Harlem Ave, Chicago, IL 60656, Chicago, IL","Chicago","IL","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/play-poker-chicago/tournaments",No,"URL needs verification"
"Rivers Casino Des Plaines","(847) 795-0777","https://riverscasino.com/desplaines","3000 S River Rd, Des Plaines, IL 60018, Des Plaines, IL","Des Plaines","IL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/rivers-casino-des-plaines/tournaments",No,"Scrape failed - needs retry"
"Rockford Poker Room","(815) 399-1234","https://rockfordpoker.com","3219 S Alpine Rd, Rockford, IL 61109, Rockford, IL","Rockford","IL","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/rockford-poker-room/tournaments",No,"URL needs verification"
"Schaumburg Poker Room","(847) 490-1234","https://schaumburgpoker.com","1400 E Golf Rd, Schaumburg, IL 60173, Schaumburg, IL","Schaumburg","IL","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/schaumburg-poker-room/tournaments",No,"URL needs verification"
"Springfield Charity Poker","(217) 789-1234","https://springfieldpoker.com","3243 S 6th St, Springfield, IL 62703, Springfield, IL","Springfield","IL","Thu-Sat | Thu-Sat","https://www.pokeratlas.com/poker-room/springfield-charity-poker/tournaments",No,"URL needs verification"
"VFW Poker West Chicago","(630) 231-1234","https://vfwwestchicago.org","431 W Washington St, West Chicago, IL 60185, West Chicago, IL","West Chicago","IL","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/vfw-poker-west-chicago/tournaments",No,"URL needs verification"
"Windy City Poker","(708) 479-1234","https://windycitypoker.com","19800 S Wolf Rd, Mokena, IL 60448, Mokena, IL","Mokena","IL","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/windy-city-poker-championship/tournaments",No,"URL verified - pending scrape"
"Ameristar East Chicago","(219) 378-3000","https://ameristareastchicago.com","777 Ameristar Blvd, East Chicago, IN 46312, East Chicago, IN","East Chicago","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ameristar-east-chicago/tournaments",No,"URL needs verification"
"Bloomington Poker","(812) 336-1234","https://bloomingtonpoker.com","100 S College Mall Rd, Bloomington, IN 47401, Bloomington, IN","Bloomington","IN","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/bloomington-poker/tournaments",No,"URL needs verification"
"Blue Chip Casino","(219) 879-7711","https://bluechipcasino.com/casino/poker-room","777 Blue Chip Drive, Michigan City, IN 46360, Michigan City, IN","Michigan City","IN","10a-3a | 10a-3a","https://www.pokeratlas.com/poker-room/blue-chip-casino/tournaments",No,"URL needs verification"
"Carmel Poker Club","(317) 848-1234","https://carmelpoker.com","10325 N Michigan Rd, Carmel, IN 46032, Carmel, IN","Carmel","IN","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/carmel-poker-club/tournaments",No,"URL needs verification"
"Fort Wayne Poker Club","(260) 484-1234","https://fwpoker.com","4202 Coldwater Rd, Fort Wayne, IN 46805, Fort Wayne, IN","Fort Wayne","IN","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/fort-wayne-poker-club/tournaments",No,"URL needs verification"
"Four Winds South Bend","(574) 404-5000","https://fourwindscasino.com","3000 Prairie Ave, South Bend, IN 46614, South Bend, IN","South Bend","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/four-winds-south-bend/tournaments",No,"URL needs verification"
"French Lick Resort Casino","(812) 788-0396","https://frenchlick.com/poker","8670 West IN-56, French Lick, IN 47432, French Lick, IN","French Lick","IN","Closed Mon-Thu | 11:00 AM - Close (Fri-Sun)","https://www.pokeratlas.com/poker-room/french-lick-resort-casino/tournaments",No,"URL needs verification"
"Hard Rock Casino Northern Indiana","(219) 228-2383","https://hardrockcasinonorthernindiana.com","5400 W 29th Ave, Gary, IN 46406, Gary, IN","Gary","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hard-rock-casino-northern-indiana/tournaments",No,"URL verified - pending scrape"
"Horseshoe Casino Hammond","(219) 473-6065","https://caesars.com/horseshoe-hammond/casino/poker-room","777 Casino Center Drive, Hammond, IN 46320, Hammond, IN","Hammond","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-hammond/tournaments",No,"Scrape failed - needs retry"
"Horseshoe Casino Indiana","(317) 421-8290","https://caesars.com/horseshoe-indianapolis/casino","4300 N Michigan Road, Shelbyville, IN 46176, Elizabeth, IN","Elizabeth","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-casino-indiana/tournaments",No,"URL needs verification"
"Horseshoe Indianapolis","(317) 421-8290","https://caesars.com/horseshoe-indianapolis/casino","4300 N Michigan Road, Shelbyville, IN 46176, Shelbyville, IN","Shelbyville","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-indianapolis/tournaments",No,"URL needs verification"
"South Bend Poker Room","(574) 291-1234","https://southbendpoker.com","4401 S Michigan St, South Bend, IN 46614, South Bend, IN","South Bend","IN","Thu-Sat | Thu-Sat","https://www.pokeratlas.com/poker-room/south-bend-poker-room/tournaments",No,"URL needs verification"
"Tropicana Evansville","(812) 433-4000","https://tropicana.net/evansville","421 NW Riverside Dr, Evansville, IN 47708, Evansville, IN","Evansville","IN","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ballys-evansville/tournaments",No,"URL verified - pending scrape"
"Boot Hill Casino","(620) 682-7777","https://boothillcasino.com","4000 W Comanche St, Dodge City, KS 67801, Dodge City, KS","Dodge City","KS","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/boot-hill-casino/tournaments",No,"URL needs verification"
"Boot Hill Casino & Resort","(877) 906-0777","https://boothillcasino.com/poker","4000 West Comanche Avenue, Dodge City, KS 67801, Dodge City, KS","Dodge City","KS","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/boot-hill-casino-resort/tournaments",No,"Scrape failed - needs retry"
"Hollywood Casino at Kansas Speedway","(913) 573-3000","https://hollywoodkansas.com","3010 S 29th St, Kansas City, KS 66106, Kansas City, KS","Kansas City","KS","8am-4am | 8am-5am","https://www.pokeratlas.com/poker-room/hollywood-casino-at-kansas-speedway/tournaments",No,"URL needs verification"
"Hollywood Casino Kansas","(913) 288-9300","https://hollywoodcasinokansas.com","777 Hollywood Casino Blvd, Kansas City, KS 66111, Kansas City, KS","Kansas City","KS","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/hollywood-casino-kansas/tournaments",No,"URL needs verification"
"Kansas Star Casino","(316) 719-5000","https://kansasstarcasino.com","777 Kansas Star Dr, Mulvane, KS 67110, Mulvane, KS","Mulvane","KS","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kansas-star-casino/tournaments",No,"URL needs verification"
"Lawrence Poker Room","(785) 842-1234","https://lawrencepoker.com","3514 Clinton Pkwy, Lawrence, KS 66047, Lawrence, KS","Lawrence","KS","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/lawrence-poker-room/tournaments",No,"URL needs verification"
"Overland Park Poker","(913) 469-1234","https://oppoker.com","11950 Metcalf Ave, Overland Park, KS 66213, Overland Park, KS","Overland Park","KS","Fri-Sun | Fri-Sun","https://www.pokeratlas.com/poker-room/overland-park-poker/tournaments",No,"URL needs verification"
"Topeka Poker Club","(785) 273-1234","https://topekapoker.com","1800 SW Wanamaker Rd, Topeka, KS 66604, Topeka, KS","Topeka","KS","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/topeka-poker-club/tournaments",No,"URL needs verification"
"Derby City Gaming","(502) 966-2300","https://derbycitygaming.com","4520 Poplar Level Rd, Louisville, KY 40213, Louisville, KY","Louisville","KY","9am-3am | 9am-5am","https://www.pokeratlas.com/poker-room/derby-city-gaming/tournaments",No,"URL needs verification"
"Oak Grove Racing","(270) 439-5500","https://oakgroveracingky.com","777 Winners Way, Oak Grove, KY 42262, Oak Grove, KY","Oak Grove","KY","9am-3am | 9am-5am","https://www.pokeratlas.com/poker-room/oak-grove-racing/tournaments",No,"URL needs verification"
"The Mint Gaming Hall","(859) 824-3333","https://themintgaminghall.com","201 Sanders Ln, Williamstown, KY 41097, Williamstown, KY","Williamstown","KY","9am-3am | 9am-5am","https://www.pokeratlas.com/poker-room/the-mint-gaming-hall/tournaments",No,"URL needs verification"
"Boomtown Casino New Orleans","(504) 364-8848","https://boomtownneworleans.com/casino/poker","4132 Peters Road, Harvey, LA 70058, Harvey, LA","Harvey","LA","Wed-Sat Only (10am-late) | Sat 10am-late, Sun-Tue CLOSED","https://www.pokeratlas.com/poker-room/boomtown-casino-new-orleans/tournaments",No,"Scrape failed - needs retry"
"Caesars New Orleans","(504) 533-6043","https://caesars.com/harrahs-new-orleans/poker","8 Canal Street, New Orleans, LA 70130, New Orleans, LA","New Orleans","LA","10:00 AM - 4:00 AM | 10:00 AM - 6:00 AM","https://www.pokeratlas.com/poker-room/caesars-new-orleans/tournaments",Yes,"https://www.pokeratlas.com/poker-room/caesars-new-orleans/tournaments"
"Caesars New Orleans (formerly Harrah's)","(504) 533-6043","https://caesars.com/caesars-new-orleans/casino/poker","8 Canal Street, New Orleans, LA 70130, New Orleans, LA","New Orleans","LA","10am-4am (Sun-Thu) | 10am-6am (Fri-Sat)","https://www.pokeratlas.com/poker-room/caesars-new-orleans-formerly-harrahs/tournaments",No,"URL needs verification"
"Coushatta Casino Resort","(337) 738-1370 x7336","https://coushattacasinoresort.com/casino/poker","777 Coushatta Drive, Kinder, LA 70648, Kinder, LA","Kinder","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/coushatta-casino-resort/tournaments",No,"URL verified - pending scrape"
"Cypress Bayou Casino","(337) 923-7284","https://cypressbayou.com","832 Martin Luther King Rd, Charenton, LA 70523, Charenton, LA","Charenton","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/cypress-bayou-casino/tournaments",No,"URL needs verification"
"Golden Nugget Lake Charles","(337) 508-7777","https://goldennugget.com/lakecharles","2550 Golden Nugget Blvd, Lake Charles, LA 70601, Lake Charles, LA","Lake Charles","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/golden-nugget-lake-charles/tournaments",No,"URL needs verification"
"Grand Casino Coushatta","(800) 584-7263","https://coushattacasinoresort.com","777 Coushatta Dr, Kinder, LA 70648, Kinder, LA","Kinder","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-casino-coushatta/tournaments",No,"URL needs verification"
"Horseshoe Bossier City","(318) 741-7901","https://caesars.com/horseshoe-bossier-city/casino/poker","711 Horseshoe Blvd, Bossier City, LA 71111, Bossier City, LA","Bossier City","LA","Wed-Thu 9am-1am, Mon-Tue CLOSED | Fri 9am-Mon 1am (continuous)","https://www.pokeratlas.com/poker-room/boomtown-casino-bossier-city/tournaments",No,"URL verified - pending scrape"
"Isle of Capri Lake Charles","(337) 430-0711","https://islelakecharles.com","100 Westlake Ave, Westlake, LA 70669, Westlake, LA","Westlake","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isle-of-capri-lake-charles/tournaments",No,"URL needs verification"
"Jena Choctaw Pines Casino","(318) 648-7773","https://jenachoctawpines.com","149 Chahta Trail, Dry Prong, LA 71423, Dry Prong, LA","Dry Prong","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/jena-choctaw-pines-casino/tournaments",No,"URL needs verification"
"L'Auberge Casino Hotel Baton Rouge","(866) 261-7777","https://lbatonrouge.com/poker","777 L'Auberge Avenue, Baton Rouge, LA 70820, Baton Rouge, LA","Baton Rouge","LA","9:00 AM - 3:00 AM | 9:00 AM - 5:00 AM","https://www.pokeratlas.com/poker-room/lauberge-casino-hotel-baton-rouge/tournaments",No,"URL verified - pending scrape"
"L'Auberge Casino Lake Charles","(337) 395-7567","https://llakecharles.com/casino/poker","777 Avenue L'Auberge, Lake Charles, LA 70601, Lake Charles, LA","Lake Charles","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lauberge-casino-lake-charles/tournaments",No,"URL needs verification"
"LauBerge Casino Lake Charles","(337) 395-7777","https://laubergelc.com","777 Ave LauBerge, Lake Charles, LA 70601, Lake Charles, LA","Lake Charles","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lauberge-casino-resort-lake-charles/tournaments",No,"Scrape failed - needs retry"
"Margaritaville Resort Casino","(318) 698-7777","https://margaritavillebossiercity.com","777 Margaritaville Way, Bossier City, LA 71111, Bossier City, LA","Bossier City","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/margaritaville-resort-casino/tournaments",No,"URL needs verification"
"Sam's Town Shreveport","(318) 424-7777","https://samstownshreveport.com","315 Clyde Fant Pkwy, Shreveport, LA 71101, Shreveport, LA","Shreveport","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sams-town-shreveport/tournaments",No,"URL needs verification"
"Treasure Chest Casino","(504) 443-8000","https://treasurechest.com","5050 Williams Blvd, Kenner, LA 70065, Kenner, LA","Kenner","LA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/treasure-chest-casino/tournaments",No,"URL needs verification"
"Boston Billiard Club Poker","(617) 536-7665","https://bostonbilliardclub.com","126 Brookline Ave, Boston, MA 02215, Boston, MA","Boston","MA","Daily | Daily","https://www.pokeratlas.com/poker-room/boston-billiard-club-poker/tournaments",No,"URL needs verification"
"Cambridge Poker Club","(617) 621-1234","https://cambridgepoker.com","100 CambridgeSide Pl, Cambridge, MA 02141, Cambridge, MA","Cambridge","MA","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/cambridge-poker-club/tournaments",No,"URL needs verification"
"Encore Boston Harbor","(857) 770-7000","https://encorebostonharbor.com","1 Broadway, Everett, MA 02149, Everett, MA","Everett","MA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/encore-boston-harbor/tournaments",No,"Scrape failed - needs retry"
"MGM Springfield","(413) 273-5000","https://mgmspringfield.mgmresorts.com","1 MGM Way, Springfield, MA 01103, Springfield, MA","Springfield","MA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mgm-springfield/tournaments",No,"Scrape failed - needs retry"
"Plainridge Park Casino","(508) 576-4500","https://plainridgeparkcasino.com","301 Washington St, Plainville, MA 02762, Plainville, MA","Plainville","MA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/plainridge-park-casino/tournaments",No,"URL needs verification"
"Annapolis Poker Room","(410) 266-1234","https://annapolispoker.com","2300 Forest Dr, Annapolis, MD 21401, Annapolis, MD","Annapolis","MD","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/annapolis-poker-room/tournaments",No,"URL needs verification"
"Baltimore Poker Club","(410) 377-1234","https://baltimorepoker.com","6030 Falls Rd, Baltimore, MD 21209, Baltimore, MD","Baltimore","MD","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/baltimore-poker-club/tournaments",No,"URL needs verification"
"Horseshoe Baltimore","(844) 777-7463","https://caesars.com/horseshoe-baltimore","1525 Russell St, Baltimore, MD 21230, Baltimore, MD","Baltimore","MD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/horseshoe-casino-baltimore/tournaments",No,"Scrape failed - needs retry"
"Live! Casino & Hotel Maryland","(443) 445-2500","https://marylandlivecasino.com","7002 Arundel Mills Cir, Hanover, MD 21076, Hanover, MD","Hanover","MD","8am-4am | 24 Hours","https://www.pokeratlas.com/poker-room/live-casino-and-hotel-maryland/tournaments",No,"URL needs verification"
"Maryland Live Casino","(443) 842-7000","https://marylandlivecasino.com","7002 Arundel Mills Cir, Hanover, MD 21076, Hanover, MD","Hanover","MD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/maryland-live-casino/tournaments",No,"Scrape failed - needs retry"
"Maryland Live! Casino","(443) 445-2500","https://livech.com/poker","7002 Arundel Mills Cir #7777, Hanover, MD 21076, Hanover, MD","Hanover","MD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/maryland-live-casino/tournaments",No,"Scrape failed - needs retry"
"MGM National Harbor","(844) 346-4664","https://mgmnationalharbor.mgmresorts.com","101 MGM National Ave, Oxon Hill, MD 20745, Oxon Hill, MD","Oxon Hill","MD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mgm-national-harbor/tournaments",No,"URL verified - pending scrape"
"Silver Spring Poker","(301) 587-1234","https://silverspringpoker.com","8630 Fenton St, Silver Spring, MD 20910, Silver Spring, MD","Silver Spring","MD","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/silver-spring-poker/tournaments",No,"URL needs verification"
