Venue Name,City,State,Venue Website,Verified,PokerAtlas URL,Status
"The Big Easy Casino","Hallandale Beach","FL","https://thebigeasycasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/big-easy-casino/tournaments","no_data"
"Alpharetta Poker Room","Alpharetta","GA","https://alpharettapoker.com",NO,"https://www.pokeratlas.com/poker-room/alpharetta-poker-room/tournaments","ready"
"Atlanta Poker Club","Atlanta","GA","https://atlantapoker.com",NO,"https://www.pokeratlas.com/poker-room/atlanta-poker-club/tournaments","no_data"
"Augusta Poker Club","Augusta","GA","https://augustapoker.com",NO,"https://www.pokeratlas.com/poker-room/augusta-poker-club/tournaments","no_data"
"Savannah Poker Room","Savannah","GA","https://savannahpoker.com",NO,"https://www.pokeratlas.com/poker-room/savannah-poker-room/tournaments","ready"
"Ameristar Casino Council Bluffs","Council Bluffs","IA","https://ameristarcouncilbluffs.com",NO,"https://www.pokeratlas.com/poker-room/ameristar-casino-council-bluffs/tournaments","ready"
"Ameristar Council Bluffs","Council Bluffs","IA","https://ameristar.com/council-bluffs",YES,"https://www.pokeratlas.com/poker-room/ameristar-casino-hotel-council-bluffs/tournaments","no_data"
"Casino Queen Marquette","Marquette","IA","https://casinoqueenmarquette.com",NO,"https://www.pokeratlas.com/poker-room/casino-queen-marquette/tournaments","ready"
"Catfish Bend Casino","Burlington","IA","https://catfishbendcasino.com",NO,"https://www.pokeratlas.com/poker-room/catfish-bend-casino/tournaments","ready"
"Cedar Rapids Poker","Cedar Rapids","IA","https://cedarrapidspoker.com",NO,"https://www.pokeratlas.com/poker-room/cedar-rapids-poker/tournaments","ready"
"Davenport Poker Room","Davenport","IA","https://davenportpoker.com",NO,"https://www.pokeratlas.com/poker-room/davenport-poker-room/tournaments","ready"
"Diamond Jo Casino Worth","Northwood","IA","https://diamondjo.com",NO,"https://www.pokeratlas.com/poker-room/diamond-jo-casino-worth/tournaments","ready"
"Diamond Jo Dubuque","Dubuque","IA","https://diamondjodubuque.com",NO,"https://www.pokeratlas.com/poker-room/diamond-jo-dubuque/tournaments","no_data"
"Diamond Jo Worth","Northwood","IA","https://diamondjoworth.com",NO,"https://www.pokeratlas.com/poker-room/diamond-jo-worth/tournaments","no_data"
"Grand Falls Casino","Larchwood","IA","https://grandfallscasinoresort.com",NO,"https://www.pokeratlas.com/poker-room/grand-falls-casino/tournaments","ready"
"Grand Falls Casino Resort","Larchwood","IA","https://grandfallscasinoresort.com/poker",YES,"https://www.pokeratlas.com/poker-room/grand-falls-casino-resort/tournaments","no_data"
"Grand Falls Casino Sioux Falls","Larchwood","IA","https://grandfallscasinoresort.com",NO,"https://www.pokeratlas.com/poker-room/grand-falls-casino-sioux-falls/tournaments","ready"
"Horseshoe Council Bluffs","Council Bluffs","IA","https://caesars.com/horseshoe-council-bluffs",YES,"https://www.pokeratlas.com/poker-room/horseshoe-council-bluffs/tournaments","no_data"
"Isle Casino Waterloo","Waterloo","IA","https://theislewaterloo.com",YES,"https://www.pokeratlas.com/poker-room/isle-casino-hotel-bettendorf/tournaments","no_data"
"Lakeside Hotel Casino","Osceola","IA","https://lakesidehotelcasino.com",NO,"https://www.pokeratlas.com/poker-room/lakeside-hotel-casino/tournaments","ready"
"Prairie Meadows","Altoona","IA","https://myvictoriacasino.com",YES,"https://www.pokeratlas.com/poker-room/prairie-meadows-racetrack-casino/tournaments","no_data"
"Prairie Meadows Casino","Altoona","IA","https://prairiemeadows.com",NO,"https://www.pokeratlas.com/poker-room/prairie-meadows-casino/tournaments","no_data"
"Q Casino","Dubuque","IA","https://qcasinohotel.com",NO,"https://www.pokeratlas.com/poker-room/q-casino/tournaments","ready"
"Riverside Casino","Riverside","IA","https://riversidecasinoandresort.com",NO,"https://www.pokeratlas.com/poker-room/riverside-casino/tournaments","complete"
"Riverside Casino & Golf Resort","Riverside","IA","https://riversidecasinoandresort.com/poker",YES,"https://www.pokeratlas.com/poker-room/riverside-casino-golf-resort/tournaments","no_data"
"Sioux City Poker","Sioux City","IA","https://siouxcitypoker.com",NO,"https://www.pokeratlas.com/poker-room/sioux-city-poker/tournaments","ready"
"Wild Rose Casino Jefferson","Jefferson","IA","https://wildroseresorts.com",NO,"https://www.pokeratlas.com/poker-room/wild-rose-casino-jefferson/tournaments","ready"
"Wild Rose Emmetsburg","Emmetsburg","IA","https://wildroseresorts.com",NO,"https://www.pokeratlas.com/poker-room/wild-rose-emmetsburg/tournaments","no_data"
"Clearwater River Casino","Lewiston","ID","https://crcasino.com",NO,"https://www.pokeratlas.com/poker-room/clearwater-river-casino/tournaments","ready"
"Coeur d Alene Casino","Worley","ID","https://cdacasino.com",NO,"https://www.pokeratlas.com/poker-room/coeur-d-alene-casino/tournaments","ready"
"Coeur d'Alene Casino Resort","Worley","ID","https://cdacasino.com",YES,"https://www.pokeratlas.com/poker-room/coeur-dalene-casino-resort/tournaments","no_data"
"Fort Hall Casino","Fort Hall","ID","https://shobangaming.com",NO,"https://www.pokeratlas.com/poker-room/fort-hall-casino/tournaments","ready"
"Its A Cinch Casino","Boise","ID","https://itsacinch.com",NO,"https://www.pokeratlas.com/poker-room/its-a-cinch-casino/tournaments","ready"
"Kootenai River Inn","Bonners Ferry","ID","https://kootenairiverinn.com",NO,"https://www.pokeratlas.com/poker-room/kootenai-river-inn/tournaments","ready"
"Bridgeview Charity Poker","Bridgeview","IL","https://bridgeviewpoker.com",NO,"https://www.pokeratlas.com/poker-room/bridgeview-charity-poker/tournaments","no_data"
"Central Illinois Charitable Games","Peoria","IL","https://centralillinoischaritablegames.com",NO,"https://www.pokeratlas.com/poker-room/central-illinois-charitable-games/tournaments","no_data"
"Chicago Charitable Games","Chicago","IL","https://chicagocharitablegames.com",NO,"https://www.pokeratlas.com/poker-room/chicago-charitable-games/tournaments","no_data"
"Chicagoland Poker","Arlington Heights","IL","https://chicagolandpoker.com",YES,"https://www.pokeratlas.com/poker-room/chicagoland-poker/tournaments","complete"
"Grand Victoria Casino","Elgin","IL","https://grandvictoria-elgin.com",YES,"https://www.pokeratlas.com/poker-room/grand-victoria-casino/tournaments","no_data"
"Harrahs Joliet","Joliet","IL","https://harrahsjoliet.com",NO,"https://www.pokeratlas.com/poker-room/harrahs-joliet/tournaments","ready"
"Hollywood Casino Aurora","Aurora","IL","https://hollywoodcasinoaurora.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-aurora/tournaments","no_data"
"Hollywood Casino Joliet","Joliet","IL","https://hollywoodcasinojoliet.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-joliet/tournaments","no_data"
"Joliet Charity Poker","Joliet","IL","https://jolietpoker.com",NO,"https://www.pokeratlas.com/poker-room/joliet-charity-poker/tournaments","ready"
"Naperville Poker Club","Naperville","IL","https://napervillepoker.com",NO,"https://www.pokeratlas.com/poker-room/naperville-poker-club/tournaments","ready"
"Par-A-Dice Casino","East Peoria","IL","https://parpeoria.com",YES,"https://www.pokeratlas.com/poker-room/par-a-dice-hotel-casino/tournaments","no_data"
"Play Poker Chicago","Chicago","IL","https://playpokerchicago.com",NO,"https://www.pokeratlas.com/poker-room/play-poker-chicago/tournaments","ready"
"Rivers Casino Des Plaines","Des Plaines","IL","https://riverscasino.com/desplaines",YES,"https://www.pokeratlas.com/poker-room/rivers-casino-des-plaines/tournaments","complete"
"Rockford Poker Room","Rockford","IL","https://rockfordpoker.com",NO,"https://www.pokeratlas.com/poker-room/rockford-poker-room/tournaments","ready"
"Schaumburg Poker Room","Schaumburg","IL","https://schaumburgpoker.com",NO,"https://www.pokeratlas.com/poker-room/schaumburg-poker-room/tournaments","ready"
"Springfield Charity Poker","Springfield","IL","https://springfieldpoker.com",NO,"https://www.pokeratlas.com/poker-room/springfield-charity-poker/tournaments","no_data"
"VFW Poker West Chicago","West Chicago","IL","https://vfwwestchicago.org",NO,"https://www.pokeratlas.com/poker-room/vfw-poker-west-chicago/tournaments","ready"
"Windy City Poker","Mokena","IL","https://windycitypoker.com",YES,"https://www.pokeratlas.com/poker-room/windy-city-poker-championship/tournaments","no_data"
"Ameristar East Chicago","East Chicago","IN","https://ameristareastchicago.com",NO,"https://www.pokeratlas.com/poker-room/ameristar-east-chicago/tournaments","ready"
"Bloomington Poker","Bloomington","IN","https://bloomingtonpoker.com",NO,"https://www.pokeratlas.com/poker-room/bloomington-poker/tournaments","ready"
"Blue Chip Casino","Michigan City","IN","https://bluechipcasino.com/casino/poker-room",NO,"https://www.pokeratlas.com/poker-room/blue-chip-casino/tournaments","ready"
"Carmel Poker Club","Carmel","IN","https://carmelpoker.com",NO,"https://www.pokeratlas.com/poker-room/carmel-poker-club/tournaments","ready"
"Fort Wayne Poker Club","Fort Wayne","IN","https://fwpoker.com",NO,"https://www.pokeratlas.com/poker-room/fort-wayne-poker-club/tournaments","ready"
"Four Winds South Bend","South Bend","IN","https://fourwindscasino.com",NO,"https://www.pokeratlas.com/poker-room/four-winds-south-bend/tournaments","ready"
"French Lick Resort Casino","French Lick","IN","https://frenchlick.com/poker",NO,"https://www.pokeratlas.com/poker-room/french-lick-resort-casino/tournaments","no_data"
"Hard Rock Casino Northern Indiana","Gary","IN","https://hardrockcasinonorthernindiana.com",YES,"https://www.pokeratlas.com/poker-room/hard-rock-casino-northern-indiana/tournaments","no_data"
"Horseshoe Casino Hammond","Hammond","IN","https://caesars.com/horseshoe-hammond/casino/poker-room",YES,"https://www.pokeratlas.com/poker-room/horseshoe-hammond/tournaments","complete"
"Horseshoe Casino Indiana","Elizabeth","IN","https://caesars.com/horseshoe-indianapolis/casino",NO,"https://www.pokeratlas.com/poker-room/horseshoe-casino-indiana/tournaments","ready"
"Horseshoe Indianapolis","Shelbyville","IN","https://caesars.com/horseshoe-indianapolis/casino",NO,"https://www.pokeratlas.com/poker-room/horseshoe-indianapolis/tournaments","ready"
"South Bend Poker Room","South Bend","IN","https://southbendpoker.com",NO,"https://www.pokeratlas.com/poker-room/south-bend-poker-room/tournaments","ready"
"Tropicana Evansville","Evansville","IN","https://tropicana.net/evansville",YES,"https://www.pokeratlas.com/poker-room/ballys-evansville/tournaments","no_data"
"Boot Hill Casino","Dodge City","KS","https://boothillcasino.com",NO,"https://www.pokeratlas.com/poker-room/boot-hill-casino/tournaments","ready"
"Boot Hill Casino & Resort","Dodge City","KS","https://boothillcasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/boot-hill-casino-resort/tournaments","no_data"
"Hollywood Casino at Kansas Speedway","Kansas City","KS","https://hollywoodkansas.com",NO,"https://www.pokeratlas.com/poker-room/hollywood-casino-at-kansas-speedway/tournaments","ready"
"Hollywood Casino Kansas","Kansas City","KS","https://hollywoodcasinokansas.com",NO,"https://www.pokeratlas.com/poker-room/hollywood-casino-kansas/tournaments","ready"
"Kansas Star Casino","Mulvane","KS","https://kansasstarcasino.com",NO,"https://www.pokeratlas.com/poker-room/kansas-star-casino/tournaments","ready"
"Lawrence Poker Room","Lawrence","KS","https://lawrencepoker.com",NO,"https://www.pokeratlas.com/poker-room/lawrence-poker-room/tournaments","no_data"
"Overland Park Poker","Overland Park","KS","https://oppoker.com",NO,"https://www.pokeratlas.com/poker-room/overland-park-poker/tournaments","no_data"
"Topeka Poker Club","Topeka","KS","https://topekapoker.com",NO,"https://www.pokeratlas.com/poker-room/topeka-poker-club/tournaments","ready"
"Derby City Gaming","Louisville","KY","https://derbycitygaming.com",NO,"https://www.pokeratlas.com/poker-room/derby-city-gaming/tournaments","ready"
"Oak Grove Racing","Oak Grove","KY","https://oakgroveracingky.com",NO,"https://www.pokeratlas.com/poker-room/oak-grove-racing/tournaments","ready"
"The Mint Gaming Hall","Williamstown","KY","https://themintgaminghall.com",NO,"https://www.pokeratlas.com/poker-room/the-mint-gaming-hall/tournaments","ready"
"Boomtown Casino New Orleans","Harvey","LA","https://boomtownneworleans.com/casino/poker",YES,"https://www.pokeratlas.com/poker-room/boomtown-casino-new-orleans/tournaments","no_data"
"Caesars New Orleans","New Orleans","LA","https://caesars.com/harrahs-new-orleans/poker",YES,"https://www.pokeratlas.com/poker-room/caesars-new-orleans/tournaments","complete"
"Caesars New Orleans (formerly Harrah's)","New Orleans","LA","https://caesars.com/caesars-new-orleans/casino/poker",NO,"https://www.pokeratlas.com/poker-room/caesars-new-orleans-formerly-harrahs/tournaments","ready"
"Coushatta Casino Resort","Kinder","LA","https://coushattacasinoresort.com/casino/poker",YES,"https://www.pokeratlas.com/poker-room/coushatta-casino-resort/tournaments","no_data"
"Cypress Bayou Casino","Charenton","LA","https://cypressbayou.com",NO,"https://www.pokeratlas.com/poker-room/cypress-bayou-casino/tournaments","ready"
"Golden Nugget Lake Charles","Lake Charles","LA","https://goldennugget.com/lakecharles",NO,"https://www.pokeratlas.com/poker-room/golden-nugget-lake-charles/tournaments","ready"
"Grand Casino Coushatta","Kinder","LA","https://coushattacasinoresort.com",NO,"https://www.pokeratlas.com/poker-room/grand-casino-coushatta/tournaments","ready"
"Horseshoe Bossier City","Bossier City","LA","https://caesars.com/horseshoe-bossier-city/casino/poker",YES,"https://www.pokeratlas.com/poker-room/boomtown-casino-bossier-city/tournaments","no_data"
"Isle of Capri Lake Charles","Westlake","LA","https://islelakecharles.com",NO,"https://www.pokeratlas.com/poker-room/isle-of-capri-lake-charles/tournaments","ready"
"Jena Choctaw Pines Casino","Dry Prong","LA","https://jenachoctawpines.com",NO,"https://www.pokeratlas.com/poker-room/jena-choctaw-pines-casino/tournaments","ready"
"L'Auberge Casino Hotel Baton Rouge","Baton Rouge","LA","https://lbatonrouge.com/poker",YES,"https://www.pokeratlas.com/poker-room/lauberge-casino-hotel-baton-rouge/tournaments","no_data"
"L'Auberge Casino Lake Charles","Lake Charles","LA","https://llakecharles.com/casino/poker",NO,"https://www.pokeratlas.com/poker-room/lauberge-casino-lake-charles/tournaments","ready"
"LauBerge Casino Lake Charles","Lake Charles","LA","https://laubergelc.com",YES,"https://www.pokeratlas.com/poker-room/lauberge-casino-resort-lake-charles/tournaments","no_data"
"Margaritaville Resort Casino","Bossier City","LA","https://margaritavillebossiercity.com",NO,"https://www.pokeratlas.com/poker-room/margaritaville-resort-casino/tournaments","ready"
"Sam's Town Shreveport","Shreveport","LA","https://samstownshreveport.com",NO,"https://www.pokeratlas.com/poker-room/sams-town-shreveport/tournaments","ready"
"Treasure Chest Casino","Kenner","LA","https://treasurechest.com",NO,"https://www.pokeratlas.com/poker-room/treasure-chest-casino/tournaments","ready"
"Boston Billiard Club Poker","Boston","MA","https://bostonbilliardclub.com",NO,"https://www.pokeratlas.com/poker-room/boston-billiard-club-poker/tournaments","ready"
"Cambridge Poker Club","Cambridge","MA","https://cambridgepoker.com",NO,"https://www.pokeratlas.com/poker-room/cambridge-poker-club/tournaments","ready"
"Encore Boston Harbor","Everett","MA","https://encorebostonharbor.com",YES,"https://www.pokeratlas.com/poker-room/encore-boston-harbor/tournaments","no_data"
"MGM Springfield","Springfield","MA","https://mgmspringfield.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/mgm-springfield/tournaments","complete"
"Plainridge Park Casino","Plainville","MA","https://plainridgeparkcasino.com",NO,"https://www.pokeratlas.com/poker-room/plainridge-park-casino/tournaments","no_data"
"Annapolis Poker Room","Annapolis","MD","https://annapolispoker.com",NO,"https://www.pokeratlas.com/poker-room/annapolis-poker-room/tournaments","ready"
"Baltimore Poker Club","Baltimore","MD","https://baltimorepoker.com",NO,"https://www.pokeratlas.com/poker-room/baltimore-poker-club/tournaments","no_data"
"Horseshoe Baltimore","Baltimore","MD","https://caesars.com/horseshoe-baltimore",YES,"https://www.pokeratlas.com/poker-room/horseshoe-casino-baltimore/tournaments","no_data"
"Live! Casino & Hotel Maryland","Hanover","MD","https://marylandlivecasino.com",NO,"https://www.pokeratlas.com/poker-room/live-casino-and-hotel-maryland/tournaments","ready"
"Maryland Live Casino","Hanover","MD","https://marylandlivecasino.com",YES,"https://www.pokeratlas.com/poker-room/maryland-live-casino/tournaments","no_data"
"Maryland Live! Casino","Hanover","MD","https://livech.com/poker",YES,"https://www.pokeratlas.com/poker-room/maryland-live-casino/tournaments","no_data"
"MGM National Harbor","Oxon Hill","MD","https://mgmnationalharbor.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/mgm-national-harbor/tournaments","no_data"
"Silver Spring Poker","Silver Spring","MD","https://silverspringpoker.com",NO,"https://www.pokeratlas.com/poker-room/silver-spring-poker/tournaments","ready"
"Hollywood Casino Bangor","Bangor","ME","https://hollywoodcasinobangor.com",NO,"https://www.pokeratlas.com/poker-room/hollywood-casino-bangor/tournaments","ready"
"Oxford Casino","Oxford","ME","https://oxfordcasino.com",NO,"https://www.pokeratlas.com/poker-room/oxford-casino/tournaments","ready"
"Ann Arbor Poker Club","Ann Arbor","MI","https://annarborpoker.com",NO,"https://www.pokeratlas.com/poker-room/ann-arbor-poker-club/tournaments","no_data"
"Bay Mills Casino","Brimley","MI","https://baymills.com",NO,"https://www.pokeratlas.com/poker-room/bay-mills-casino/tournaments","ready"
"Canton Poker Room","Canton","MI","https://cantonpoker.com",NO,"https://www.pokeratlas.com/poker-room/canton-poker-room/tournaments","no_data"
"Dearborn Poker Room","Dearborn","MI","https://dearbornpoker.com",NO,"https://www.pokeratlas.com/poker-room/dearborn-poker-room/tournaments","ready"
"Downriver Charity Poker","Wyandotte","MI","https://downriverpoker.com",NO,"https://www.pokeratlas.com/poker-room/downriver-charity-poker/tournaments","ready"
"FireKeepers Battle Creek","Battle Creek","MI","https://firekeeperscasino.com",NO,"https://www.pokeratlas.com/poker-room/firekeepers-battle-creek/tournaments","ready"
"FireKeepers Casino","Battle Creek","MI","https://firekeeperscasino.com/poker",NO,"https://www.pokeratlas.com/poker-room/firekeepers-casino/tournaments","ready"
"FireKeepers Casino Hotel","Battle Creek","MI","https://firekeeperscasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/firekeepers-casino-hotel/tournaments","no_data"
"Flint Charity Poker","Flint","MI","https://flintpoker.com",NO,"https://www.pokeratlas.com/poker-room/flint-charity-poker/tournaments","ready"
"Four Winds Casino","New Buffalo","MI","https://fourwindscasino.com",YES,"https://www.pokeratlas.com/poker-room/four-winds-casino-resort-new-buffalo/tournaments","no_data"
"Grand Rapids Charity Poker","Grand Rapids","MI","https://grpoker.com",NO,"https://www.pokeratlas.com/poker-room/grand-rapids-charity-poker/tournaments","no_data"
"Greektown Casino","Detroit","MI","https://greektowncasino.com",NO,"https://www.pokeratlas.com/poker-room/greektown-casino/tournaments","ready"
"Gun Lake Casino","Wayland","MI","https://gunlakecasino.com",YES,"https://www.pokeratlas.com/poker-room/gun-lake-casino/tournaments","no_data"
"Island Resort and Casino","Harris","MI","https://islandresortandcasino.com",YES,"https://www.pokeratlas.com/poker-room/island-resort-casino/tournaments","no_data"
"K of C Poker Room Livonia","Livonia","MI","https://kofc2266.org",NO,"https://www.pokeratlas.com/poker-room/k-of-c-poker-room-livonia/tournaments","no_data"
"Kalamazoo Charity Poker","Kalamazoo","MI","https://kzoopoker.com",NO,"https://www.pokeratlas.com/poker-room/kalamazoo-charity-poker/tournaments","no_data"
"Kewadin Casino Sault Ste Marie","Sault Ste Marie","MI","https://kewadin.com",NO,"https://www.pokeratlas.com/poker-room/kewadin-casino-sault-ste-marie/tournaments","ready"
"Kewadin Casino St Ignace","St Ignace","MI","https://kewadin.com",NO,"https://www.pokeratlas.com/poker-room/kewadin-casino-st-ignace/tournaments","ready"
"Lac Vieux Desert Casino","Watersmeet","MI","https://lvdcasino.com",NO,"https://www.pokeratlas.com/poker-room/lac-vieux-desert-casino/tournaments","ready"
"LAnse Warden Casino","LAnse","MI","https://ojibwacasino.com",NO,"https://www.pokeratlas.com/poker-room/lanse-warden-casino/tournaments","ready"
"Lansing Poker Room","Lansing","MI","https://lansingpoker.com",NO,"https://www.pokeratlas.com/poker-room/lansing-poker-room/tournaments","ready"
"Lathrup Park Poker","Southfield","MI","https://facebook.com/lathruppoker",NO,"https://www.pokeratlas.com/poker-room/lathrup-park-poker/tournaments","ready"
"Leelanau Sands Casino","Peshawbestown","MI","https://leelanausands.com",NO,"https://www.pokeratlas.com/poker-room/leelanau-sands-casino/tournaments","no_data"
"MGM Grand Detroit","Detroit","MI","https://mgmgranddetroit.com",YES,"https://www.pokeratlas.com/poker-room/mgm-grand-detroit/tournaments","no_data"
"Motor City Poker Room","Roseville","MI","https://motorcitypokerni.com",NO,"https://www.pokeratlas.com/poker-room/motor-city-poker-room/tournaments","ready"
"Northern Waters Casino","Watersmeet","MI","https://northernwaterscasino.com",NO,"https://www.pokeratlas.com/poker-room/northern-waters-casino/tournaments","ready"
"Odawa Casino Petoskey","Petoskey","MI","https://odawacasino.com",NO,"https://www.pokeratlas.com/poker-room/odawa-casino-petoskey/tournaments","ready"
"Ojibwa Casino Baraga","Baraga","MI","https://ojibwacasino.com",NO,"https://www.pokeratlas.com/poker-room/ojibwa-casino-baraga/tournaments","ready"
"Port Huron Poker","Port Huron","MI","https://phpoker.com",NO,"https://www.pokeratlas.com/poker-room/port-huron-poker/tournaments","ready"
"Shelby Township Poker","Shelby Township","MI","https://facebook.com/shelbypoker",NO,"https://www.pokeratlas.com/poker-room/shelby-township-poker/tournaments","ready"
"Soaring Eagle Casino","Mount Pleasant","MI","https://saganing-eagleslanding.com",NO,"https://www.pokeratlas.com/poker-room/soaring-eagle-casino/tournaments","ready"
"Soaring Eagle Casino & Resort","Mount Pleasant","MI","https://saganing-eagleslanding.com",YES,"https://www.pokeratlas.com/poker-room/soaring-eagle-casino-resort/tournaments","no_data"
"Sterling Heights Poker","Sterling Heights","MI","https://shpoker.com",NO,"https://www.pokeratlas.com/poker-room/sterling-heights-poker/tournaments","no_data"
"Taylor Charity Poker","Taylor","MI","https://taylorpoker.com",NO,"https://www.pokeratlas.com/poker-room/taylor-charity-poker/tournaments","ready"
"Troy Charity Poker Room","Troy","MI","https://troycharity.org",NO,"https://www.pokeratlas.com/poker-room/troy-charity-poker-room/tournaments","ready"
"Turtle Creek Casino","Williamsburg","MI","https://turtlecreekcasino.com",YES,"https://www.pokeratlas.com/poker-room/turtle-creek-casino-hotel/tournaments","no_data"
"Vision Lanes Poker Room","Westland","MI","https://visionlanes.com",NO,"https://www.pokeratlas.com/poker-room/vision-lanes-poker-room/tournaments","no_data"
"Warren Charity Poker","Warren","MI","https://warrencharity.com",NO,"https://www.pokeratlas.com/poker-room/warren-charity-poker/tournaments","ready"
"Black Bear Casino","Carlton","MN","https://blackbearcasinoresort.com",NO,"https://www.pokeratlas.com/poker-room/black-bear-casino/tournaments","no_data"
"Canterbury Park","Shakopee","MN","https://canterburypark.com",YES,"https://www.pokeratlas.com/poker-room/canterbury-park/tournaments","no_data"
"Fortune Bay Casino","Tower","MN","https://fortunebay.com",NO,"https://www.pokeratlas.com/poker-room/fortune-bay-casino/tournaments","ready"
"Grand Casino Hinckley","Hinckley","MN","https://grandcasinomn.com",YES,"https://www.pokeratlas.com/poker-room/grand-casino-hinckley/tournaments","no_data"
"Grand Casino Mille Lacs","Onamia","MN","https://grandcasinomn.com",YES,"https://www.pokeratlas.com/poker-room/grand-casino-mille-lacs/tournaments","no_data"
"Mystic Lake Casino","Prior Lake","MN","https://mysticlake.com",NO,"https://www.pokeratlas.com/poker-room/mystic-lake-casino/tournaments","ready"
"Mystic Lake Casino Hotel","Prior Lake","MN","https://mysticlake.com",YES,"https://www.pokeratlas.com/poker-room/mystic-lake-casino-hotel/tournaments","no_data"
"Running Aces Casino","Forest Lake","MN","https://runninghacescasino.com",NO,"https://www.pokeratlas.com/poker-room/running-aces-casino/tournaments","no_data"
"Running Aces Casino","Columbus","MN","https://runningacesharness.com",YES,"https://www.pokeratlas.com/poker-room/running-aces-casino-hotel-racetrack/tournaments","no_data"
"Seven Clans Casino Red Lake","Red Lake","MN","https://sevenclans.com",NO,"https://www.pokeratlas.com/poker-room/seven-clans-casino-red-lake/tournaments","ready"
"Treasure Island Casino","Welch","MN","https://ticasino.com",YES,"https://www.pokeratlas.com/poker-room/treasure-island-resort-casino-mn/tournaments","no_data"
"White Oak Casino","Deer River","MN","https://whiteoakcasino.com",NO,"https://www.pokeratlas.com/poker-room/white-oak-casino/tournaments","no_data"
"Ameristar Casino Kansas City","Kansas City","MO","https://ameristar.com",NO,"https://www.pokeratlas.com/poker-room/ameristar-casino-kansas-city/tournaments","ready"
"Ameristar Casino St Charles","St. Charles","MO","https://ameristar.com/st-charles",NO,"https://www.pokeratlas.com/poker-room/ameristar-casino-st-charles/tournaments","ready"
"Ameristar Casino St Charles","St Charles","MO","https://ameristarstcharles.com",YES,"https://www.pokeratlas.com/poker-room/ameristar-casino-resort-spa-st-charles/tournaments","no_data"
"Argosy Casino Riverside","Riverside","MO","https://argosykansascity.com",NO,"https://www.pokeratlas.com/poker-room/argosy-casino-riverside/tournaments","ready"
"Columbia Poker MO","Columbia","MO","https://columbiamo poker.com",NO,"https://www.pokeratlas.com/poker-room/columbia-poker-mo/tournaments","ready"
"Harrahs North Kansas City","North Kansas City","MO","https://caesars.com/harrahs-kansas-city",YES,"https://www.pokeratlas.com/poker-room/harrahs-north-kansas-city/tournaments","ready"
"Harrahs North Kansas City","Kansas City","MO","https://caesars.com/harrahs-kc/poker",YES,"https://www.pokeratlas.com/poker-room/harrahs-north-kansas-city/tournaments","no_data"
"Hollywood Casino St Louis","Maryland Heights","MO","https://hollywoodstlouis.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-st-louis/tournaments","no_data"
"Hollywood Casino St. Louis","Maryland Heights","MO","https://hollywoodcasinostlouis.com/poker",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-st-louis/tournaments","ready"
"Horseshoe St Louis","Maryland Heights","MO","https://caesars.com/horseshoe-st-louis",NO,"https://www.pokeratlas.com/poker-room/horseshoe-st-louis/tournaments","no_data"
"Isle of Capri Boonville","Boonville","MO","https://isleboonville.com",NO,"https://www.pokeratlas.com/poker-room/isle-of-capri-boonville/tournaments","ready"
"Kansas City Poker Club","Kansas City","MO","https://kcmopoker.com",NO,"https://www.pokeratlas.com/poker-room/kansas-city-poker-club/tournaments","ready"
"Lumiere Place Casino","St Louis","MO","https://lumiereplace.com",YES,"https://www.pokeratlas.com/poker-room/lumiere-place-casino-hotels/tournaments","no_data"
"Springfield Poker Room","Springfield","MO","https://springfieldmopoker.com",NO,"https://www.pokeratlas.com/poker-room/springfield-poker-room/tournaments","ready"
"Beau Rivage Poker Room","Biloxi","MS","https://beaurivage.mgmresorts.com",NO,"https://www.pokeratlas.com/poker-room/beau-rivage-poker-room/tournaments","ready"
"Beau Rivage Resort & Casino","Biloxi","MS","https://beaurivage.mgmresorts.com/casino/poker",YES,"https://www.pokeratlas.com/poker-room/beau-rivage-resort-casino/tournaments","no_data"
"Gold Strike Tunica","Tunica Resorts","MS","https://goldstrike.mgmresorts.com",YES,"https://www.pokeratlas.com/poker-room/gold-strike-casino-resort-tunica/tournaments","no_data"
"Golden Nugget Biloxi","Biloxi","MS","https://goldennugget.com/biloxi",YES,"https://www.pokeratlas.com/poker-room/golden-nugget-biloxi/tournaments","no_data"
"Harrah's Gulf Coast","Biloxi","MS","https://caesars.com/harrahs-gulf-coast/poker",YES,"https://www.pokeratlas.com/poker-room/harrahs-gulf-coast/tournaments","no_data"
"Hollywood Casino Tunica","Robinsonville","MS","https://hollywoodtunica.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-tunica/tournaments","no_data"
"Horseshoe Casino Tunica","Robinsonville","MS","https://caesars.com/horseshoe-tunica/poker",NO,"https://www.pokeratlas.com/poker-room/horseshoe-casino-tunica/tournaments","no_data"
